window_time,tollgate_id,direction,vehicle_model,has_etc,vehicle_type,month,day,hour,minute,hour_y,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,count,direction,tollgate_id,window_time,window_time_formatted,weekday,rounded_min,is_festival,is_working_day
2016-09-22-5-0,1,0,1.6,0.0,,9.0,22.0,5.0,9.0,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,5,0,1,2016-09-22-5-0,2016-09-22 05:00:00,4.0,0.0,0,1
2016-09-22-5-0,1,1,1.81481481481,0.037037037037,0.62962962963,9.0,22.0,5.0,11.3333333333,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,27,1,1,2016-09-22-5-0,2016-09-22 05:00:00,4.0,0.0,0,1
2016-09-22-5-0,2,0,1.72222222222,0.0,,9.0,22.0,5.0,11.6666666667,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,18,0,2,2016-09-22-5-0,2016-09-22 05:00:00,4.0,0.0,0,1
2016-09-22-5-0,3,0,1.5625,0.1875,,9.0,22.0,5.0,13.125,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,16,0,3,2016-09-22-5-0,2016-09-22 05:00:00,4.0,0.0,0,1
2016-09-22-5-0,3,1,2.64285714286,0.142857142857,0.785714285714,9.0,22.0,5.0,11.0714285714,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,14,1,3,2016-09-22-5-0,2016-09-22 05:00:00,4.0,0.0,0,1
2016-09-22-5-20,1,0,1.0,0.5,,9.0,22.0,5.0,32.0,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,2,0,1,2016-09-22-5-20,2016-09-22 05:20:00,4.0,20.0,0,1
2016-09-22-5-20,1,1,1.33333333333,0.037037037037,0.703703703704,9.0,22.0,5.0,29.2592592593,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,27,1,1,2016-09-22-5-20,2016-09-22 05:20:00,4.0,20.0,0,1
2016-09-22-5-20,2,0,1.55,0.05,,9.0,22.0,5.0,27.85,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,20,0,2,2016-09-22-5-20,2016-09-22 05:20:00,4.0,20.0,0,1
2016-09-22-5-20,3,0,1.5,0.0,,9.0,22.0,5.0,31.4,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,20,0,3,2016-09-22-5-20,2016-09-22 05:20:00,4.0,20.0,0,1
2016-09-22-5-20,3,1,2.44444444444,0.0,0.777777777778,9.0,22.0,5.0,24.5555555556,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,9,1,3,2016-09-22-5-20,2016-09-22 05:20:00,4.0,20.0,0,1
2016-09-22-5-40,1,0,1.33333333333,0.333333333333,,9.0,22.0,5.0,51.3333333333,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,3,0,1,2016-09-22-5-40,2016-09-22 05:40:00,4.0,40.0,0,1
2016-09-22-5-40,1,1,1.66666666667,0.153846153846,0.487179487179,9.0,22.0,5.0,47.8461538462,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,39,1,1,2016-09-22-5-40,2016-09-22 05:40:00,4.0,40.0,0,1
2016-09-22-5-40,2,0,1.42857142857,0.238095238095,,9.0,22.0,5.0,49.5238095238,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,21,0,2,2016-09-22-5-40,2016-09-22 05:40:00,4.0,40.0,0,1
2016-09-22-5-40,3,0,1.625,0.166666666667,,9.0,22.0,5.0,50.25,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,24,0,3,2016-09-22-5-40,2016-09-22 05:40:00,4.0,40.0,0,1
2016-09-22-5-40,3,1,1.7,0.3,0.5,9.0,22.0,5.0,49.5,3.0,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,10,1,3,2016-09-22-5-40,2016-09-22 05:40:00,4.0,40.0,0,1
2016-09-22-6-0,1,0,0.666666666667,0.0,,9.0,22.0,6.0,15.0,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,6,0,1,2016-09-22-6-0,2016-09-22 06:00:00,4.0,0.0,0,1
2016-09-22-6-0,1,1,1.57142857143,0.119047619048,0.5,9.0,22.0,6.0,11.1428571429,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,42,1,1,2016-09-22-6-0,2016-09-22 06:00:00,4.0,0.0,0,1
2016-09-22-6-0,2,0,1.2,0.166666666667,,9.0,22.0,6.0,9.63333333333,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,30,0,2,2016-09-22-6-0,2016-09-22 06:00:00,4.0,0.0,0,1
2016-09-22-6-0,3,0,1.23076923077,0.192307692308,,9.0,22.0,6.0,11.3076923077,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,26,0,3,2016-09-22-6-0,2016-09-22 06:00:00,4.0,0.0,0,1
2016-09-22-6-0,3,1,1.78787878788,0.0909090909091,0.424242424242,9.0,22.0,6.0,9.54545454545,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,33,1,3,2016-09-22-6-0,2016-09-22 06:00:00,4.0,0.0,0,1
2016-09-22-6-20,1,0,1.4,0.2,,9.0,22.0,6.0,29.7,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,10,0,1,2016-09-22-6-20,2016-09-22 06:20:00,4.0,20.0,0,1
2016-09-22-6-20,1,1,1.55737704918,0.114754098361,0.508196721311,9.0,22.0,6.0,29.2459016393,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,61,1,1,2016-09-22-6-20,2016-09-22 06:20:00,4.0,20.0,0,1
2016-09-22-6-20,2,0,1.1935483871,0.0645161290323,,9.0,22.0,6.0,30.3870967742,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,31,0,2,2016-09-22-6-20,2016-09-22 06:20:00,4.0,20.0,0,1
2016-09-22-6-20,3,0,1.33333333333,0.181818181818,,9.0,22.0,6.0,32.1818181818,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,33,0,3,2016-09-22-6-20,2016-09-22 06:20:00,4.0,20.0,0,1
2016-09-22-6-20,3,1,1.2972972973,0.297297297297,0.351351351351,9.0,22.0,6.0,30.8918918919,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,37,1,3,2016-09-22-6-20,2016-09-22 06:20:00,4.0,20.0,0,1
2016-09-22-6-40,1,0,1.44444444444,0.138888888889,,9.0,22.0,6.0,50.7222222222,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,36,0,1,2016-09-22-6-40,2016-09-22 06:40:00,4.0,40.0,0,1
2016-09-22-6-40,1,1,1.58333333333,0.133333333333,0.433333333333,9.0,22.0,6.0,48.3833333333,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,60,1,1,2016-09-22-6-40,2016-09-22 06:40:00,4.0,40.0,0,1
2016-09-22-6-40,2,0,1.21052631579,0.236842105263,,9.0,22.0,6.0,49.9736842105,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,38,0,2,2016-09-22-6-40,2016-09-22 06:40:00,4.0,40.0,0,1
2016-09-22-6-40,3,0,1.17,0.24,,9.0,22.0,6.0,47.9,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,100,0,3,2016-09-22-6-40,2016-09-22 06:40:00,4.0,40.0,0,1
2016-09-22-6-40,3,1,1.32,0.24,0.24,9.0,22.0,6.0,50.52,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,50,1,3,2016-09-22-6-40,2016-09-22 06:40:00,4.0,40.0,0,1
2016-09-22-7-0,1,0,1.21428571429,0.178571428571,,9.0,22.0,7.0,9.60714285714,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,28,0,1,2016-09-22-7-0,2016-09-22 07:00:00,4.0,0.0,0,1
2016-09-22-7-0,1,1,1.43037974684,0.215189873418,0.329113924051,9.0,22.0,7.0,9.63291139241,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,79,1,1,2016-09-22-7-0,2016-09-22 07:00:00,4.0,0.0,0,1
2016-09-22-7-0,2,0,1.16666666667,0.458333333333,,9.0,22.0,7.0,10.6805555556,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,72,0,2,2016-09-22-7-0,2016-09-22 07:00:00,4.0,0.0,0,1
2016-09-22-7-0,3,0,1.30327868852,0.352459016393,,9.0,22.0,7.0,10.6803278689,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,122,0,3,2016-09-22-7-0,2016-09-22 07:00:00,4.0,0.0,0,1
2016-09-22-7-0,3,1,1.19047619048,0.301587301587,0.190476190476,9.0,22.0,7.0,11.4285714286,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,63,1,3,2016-09-22-7-0,2016-09-22 07:00:00,4.0,0.0,0,1
2016-09-22-7-20,1,0,1.075,0.3,,9.0,22.0,7.0,30.575,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,40,0,1,2016-09-22-7-20,2016-09-22 07:20:00,4.0,20.0,0,1
2016-09-22-7-20,1,1,1.42708333333,0.21875,0.239583333333,9.0,22.0,7.0,29.4791666667,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,96,1,1,2016-09-22-7-20,2016-09-22 07:20:00,4.0,20.0,0,1
2016-09-22-7-20,2,0,1.05063291139,0.455696202532,,9.0,22.0,7.0,30.7341772152,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,79,0,2,2016-09-22-7-20,2016-09-22 07:20:00,4.0,20.0,0,1
2016-09-22-7-20,3,0,1.14285714286,0.375,,9.0,22.0,7.0,30.0803571429,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,112,0,3,2016-09-22-7-20,2016-09-22 07:20:00,4.0,20.0,0,1
2016-09-22-7-20,3,1,1.17045454545,0.193181818182,0.159090909091,9.0,22.0,7.0,30.0113636364,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,88,1,3,2016-09-22-7-20,2016-09-22 07:20:00,4.0,20.0,0,1
2016-09-22-7-40,1,0,1.05882352941,0.382352941176,,9.0,22.0,7.0,48.0294117647,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,34,0,1,2016-09-22-7-40,2016-09-22 07:40:00,4.0,40.0,0,1
2016-09-22-7-40,1,1,1.27,0.24,0.27,9.0,22.0,7.0,50.17,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,100,1,1,2016-09-22-7-40,2016-09-22 07:40:00,4.0,40.0,0,1
2016-09-22-7-40,2,0,1.1,0.42,,9.0,22.0,7.0,49.41,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,100,0,2,2016-09-22-7-40,2016-09-22 07:40:00,4.0,40.0,0,1
2016-09-22-7-40,3,0,1.14925373134,0.388059701493,,9.0,22.0,7.0,49.6119402985,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,134,0,3,2016-09-22-7-40,2016-09-22 07:40:00,4.0,40.0,0,1
2016-09-22-7-40,3,1,1.21505376344,0.301075268817,0.0860215053763,9.0,22.0,7.0,49.7311827957,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,93,1,3,2016-09-22-7-40,2016-09-22 07:40:00,4.0,40.0,0,1
2016-09-22-8-0,1,0,1.16,0.28,,9.0,22.0,8.0,9.34,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,50,0,1,2016-09-22-8-0,2016-09-22 08:00:00,4.0,0.0,0,1
2016-09-22-8-0,1,1,1.20754716981,0.27358490566,0.160377358491,9.0,22.0,8.0,8.94339622642,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,106,1,1,2016-09-22-8-0,2016-09-22 08:00:00,4.0,0.0,0,1
2016-09-22-8-0,2,0,1.09259259259,0.314814814815,,9.0,22.0,8.0,10.4444444444,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,108,0,2,2016-09-22-8-0,2016-09-22 08:00:00,4.0,0.0,0,1
2016-09-22-8-0,3,0,1.12804878049,0.34756097561,,9.0,22.0,8.0,9.64024390244,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,164,0,3,2016-09-22-8-0,2016-09-22 08:00:00,4.0,0.0,0,1
2016-09-22-8-0,3,1,1.19834710744,0.330578512397,0.148760330579,9.0,22.0,8.0,10.2396694215,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,121,1,3,2016-09-22-8-0,2016-09-22 08:00:00,4.0,0.0,0,1
2016-09-22-8-20,1,0,1.18965517241,0.258620689655,,9.0,22.0,8.0,29.3965517241,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,58,0,1,2016-09-22-8-20,2016-09-22 08:20:00,4.0,20.0,0,1
2016-09-22-8-20,1,1,1.30612244898,0.265306122449,0.163265306122,9.0,22.0,8.0,28.7653061224,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,98,1,1,2016-09-22-8-20,2016-09-22 08:20:00,4.0,20.0,0,1
2016-09-22-8-20,2,0,1.10909090909,0.309090909091,,9.0,22.0,8.0,29.3545454545,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,110,0,2,2016-09-22-8-20,2016-09-22 08:20:00,4.0,20.0,0,1
2016-09-22-8-20,3,0,1.1625,0.28125,,9.0,22.0,8.0,29.40625,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,160,0,3,2016-09-22-8-20,2016-09-22 08:20:00,4.0,20.0,0,1
2016-09-22-8-20,3,1,1.24409448819,0.228346456693,0.141732283465,9.0,22.0,8.0,29.937007874,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,127,1,3,2016-09-22-8-20,2016-09-22 08:20:00,4.0,20.0,0,1
2016-09-22-8-40,1,0,1.09803921569,0.392156862745,,9.0,22.0,8.0,49.0392156863,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,51,0,1,2016-09-22-8-40,2016-09-22 08:40:00,4.0,40.0,0,1
2016-09-22-8-40,1,1,1.35135135135,0.324324324324,0.225225225225,9.0,22.0,8.0,49.8288288288,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,111,1,1,2016-09-22-8-40,2016-09-22 08:40:00,4.0,40.0,0,1
2016-09-22-8-40,2,0,1.13861386139,0.316831683168,,9.0,22.0,8.0,50.2475247525,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,101,0,2,2016-09-22-8-40,2016-09-22 08:40:00,4.0,40.0,0,1
2016-09-22-8-40,3,0,1.16279069767,0.290697674419,,9.0,22.0,8.0,48.761627907,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,172,0,3,2016-09-22-8-40,2016-09-22 08:40:00,4.0,40.0,0,1
2016-09-22-8-40,3,1,1.08088235294,0.360294117647,0.0735294117647,9.0,22.0,8.0,49.4044117647,6.0,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,136,1,3,2016-09-22-8-40,2016-09-22 08:40:00,4.0,40.0,0,1
2016-09-22-9-0,1,0,1.16279069767,0.302325581395,,9.0,22.0,9.0,9.81395348837,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,43,0,1,2016-09-22-9-0,2016-09-22 09:00:00,4.0,0.0,0,1
2016-09-22-9-0,1,1,1.30081300813,0.19512195122,0.260162601626,9.0,22.0,9.0,10.0325203252,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,123,1,1,2016-09-22-9-0,2016-09-22 09:00:00,4.0,0.0,0,1
2016-09-22-9-0,2,0,1.25,0.291666666667,,9.0,22.0,9.0,10.5104166667,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,96,0,2,2016-09-22-9-0,2016-09-22 09:00:00,4.0,0.0,0,1
2016-09-22-9-0,3,0,1.15231788079,0.324503311258,,9.0,22.0,9.0,9.02649006623,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,151,0,3,2016-09-22-9-0,2016-09-22 09:00:00,4.0,0.0,0,1
2016-09-22-9-0,3,1,1.19827586207,0.258620689655,0.120689655172,9.0,22.0,9.0,8.78448275862,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,116,1,3,2016-09-22-9-0,2016-09-22 09:00:00,4.0,0.0,0,1
2016-09-22-9-20,1,0,1.09615384615,0.115384615385,,9.0,22.0,9.0,29.9038461538,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,52,0,1,2016-09-22-9-20,2016-09-22 09:20:00,4.0,20.0,0,1
2016-09-22-9-20,1,1,1.21495327103,0.280373831776,0.280373831776,9.0,22.0,9.0,31.1495327103,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,107,1,1,2016-09-22-9-20,2016-09-22 09:20:00,4.0,20.0,0,1
2016-09-22-9-20,2,0,1.13580246914,0.246913580247,,9.0,22.0,9.0,29.8518518519,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,81,0,2,2016-09-22-9-20,2016-09-22 09:20:00,4.0,20.0,0,1
2016-09-22-9-20,3,0,1.20454545455,0.234848484848,,9.0,22.0,9.0,29.6212121212,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,132,0,3,2016-09-22-9-20,2016-09-22 09:20:00,4.0,20.0,0,1
2016-09-22-9-20,3,1,1.19090909091,0.290909090909,0.127272727273,9.0,22.0,9.0,28.5,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,110,1,3,2016-09-22-9-20,2016-09-22 09:20:00,4.0,20.0,0,1
2016-09-22-9-40,1,0,1.13559322034,0.220338983051,,9.0,22.0,9.0,50.8813559322,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,59,0,1,2016-09-22-9-40,2016-09-22 09:40:00,4.0,40.0,0,1
2016-09-22-9-40,1,1,1.32727272727,0.227272727273,0.218181818182,9.0,22.0,9.0,49.5818181818,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,110,1,1,2016-09-22-9-40,2016-09-22 09:40:00,4.0,40.0,0,1
2016-09-22-9-40,2,0,1.10769230769,0.184615384615,,9.0,22.0,9.0,48.8923076923,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,65,0,2,2016-09-22-9-40,2016-09-22 09:40:00,4.0,40.0,0,1
2016-09-22-9-40,3,0,1.15841584158,0.267326732673,,9.0,22.0,9.0,50.3366336634,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,101,0,3,2016-09-22-9-40,2016-09-22 09:40:00,4.0,40.0,0,1
2016-09-22-9-40,3,1,1.125,0.302083333333,0.135416666667,9.0,22.0,9.0,49.1145833333,9.0,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,96,1,3,2016-09-22-9-40,2016-09-22 09:40:00,4.0,40.0,0,1
2016-09-23-0-0,1,0,2.6,0.2,,9.0,23.0,0.0,9.2,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,10,0,1,2016-09-23-0-0,2016-09-23 00:00:00,5.0,0.0,0,0
2016-09-23-0-0,1,1,1.49504950495,0.277227722772,0.227722772277,9.0,23.0,0.0,11.4059405941,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,101,1,1,2016-09-23-0-0,2016-09-23 00:00:00,5.0,0.0,0,0
2016-09-23-0-0,3,0,1.58823529412,0.176470588235,,9.0,23.0,0.0,8.23529411765,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,17,0,3,2016-09-23-0-0,2016-09-23 00:00:00,5.0,0.0,0,0
2016-09-23-0-0,3,1,1.33333333333,0.241134751773,0.191489361702,9.0,23.0,0.0,8.93617021277,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,141,1,3,2016-09-23-0-0,2016-09-23 00:00:00,5.0,0.0,0,0
2016-09-23-0-20,1,0,1.45454545455,0.0,,9.0,23.0,0.0,30.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,11,0,1,2016-09-23-0-20,2016-09-23 00:20:00,5.0,20.0,0,0
2016-09-23-0-20,1,1,1.53658536585,0.280487804878,0.280487804878,9.0,23.0,0.0,28.4024390244,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,82,1,1,2016-09-23-0-20,2016-09-23 00:20:00,5.0,20.0,0,0
2016-09-23-0-20,2,0,1.0,1.0,,9.0,23.0,0.0,30.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,0,2,2016-09-23-0-20,2016-09-23 00:20:00,5.0,20.0,0,0
2016-09-23-0-20,3,0,1.08333333333,0.0,,9.0,23.0,0.0,27.8333333333,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,12,0,3,2016-09-23-0-20,2016-09-23 00:20:00,5.0,20.0,0,0
2016-09-23-0-20,3,1,1.29032258065,0.344086021505,0.118279569892,9.0,23.0,0.0,29.5591397849,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,93,1,3,2016-09-23-0-20,2016-09-23 00:20:00,5.0,20.0,0,0
2016-09-23-0-40,1,0,1.5,0.125,,9.0,23.0,0.0,46.125,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,8,0,1,2016-09-23-0-40,2016-09-23 00:40:00,5.0,40.0,0,0
2016-09-23-0-40,1,1,1.86956521739,0.217391304348,0.217391304348,9.0,23.0,0.0,49.2391304348,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,46,1,1,2016-09-23-0-40,2016-09-23 00:40:00,5.0,40.0,0,0
2016-09-23-0-40,2,0,1.0,1.0,,9.0,23.0,0.0,52.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,1,0,2,2016-09-23-0-40,2016-09-23 00:40:00,5.0,40.0,0,0
2016-09-23-0-40,3,0,1.86666666667,0.0,,9.0,23.0,0.0,48.8666666667,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,15,0,3,2016-09-23-0-40,2016-09-23 00:40:00,5.0,40.0,0,0
2016-09-23-0-40,3,1,1.44303797468,0.354430379747,0.101265822785,9.0,23.0,0.0,49.2151898734,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,79,1,3,2016-09-23-0-40,2016-09-23 00:40:00,5.0,40.0,0,0
2016-09-23-1-0,1,0,1.55555555556,0.111111111111,,9.0,23.0,1.0,10.8888888889,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,9,0,1,2016-09-23-1-0,2016-09-23 01:00:00,5.0,0.0,0,0
2016-09-23-1-0,1,1,2.16666666667,0.0,0.666666666667,9.0,23.0,1.0,9.5,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,6,1,1,2016-09-23-1-0,2016-09-23 01:00:00,5.0,0.0,0,0
2016-09-23-1-0,3,0,1.5,0.0,,9.0,23.0,1.0,7.5625,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,16,0,3,2016-09-23-1-0,2016-09-23 01:00:00,5.0,0.0,0,0
2016-09-23-1-0,3,1,1.16666666667,0.0,0.333333333333,9.0,23.0,1.0,9.66666666667,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,6,1,3,2016-09-23-1-0,2016-09-23 01:00:00,5.0,0.0,0,0
2016-09-23-1-20,1,0,3.0,0.0,,9.0,23.0,1.0,32.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,5,0,1,2016-09-23-1-20,2016-09-23 01:20:00,5.0,20.0,0,0
2016-09-23-1-20,1,1,1.6,0.3,0.4,9.0,23.0,1.0,26.9,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,10,1,1,2016-09-23-1-20,2016-09-23 01:20:00,5.0,20.0,0,0
2016-09-23-1-20,2,0,1.0,1.0,,9.0,23.0,1.0,22.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,1,0,2,2016-09-23-1-20,2016-09-23 01:20:00,5.0,20.0,0,0
2016-09-23-1-20,3,0,1.08333333333,0.166666666667,,9.0,23.0,1.0,28.25,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,12,0,3,2016-09-23-1-20,2016-09-23 01:20:00,5.0,20.0,0,0
2016-09-23-1-20,3,1,1.11111111111,0.222222222222,0.111111111111,9.0,23.0,1.0,27.7777777778,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,9,1,3,2016-09-23-1-20,2016-09-23 01:20:00,5.0,20.0,0,0
2016-09-23-1-40,1,0,2.42857142857,0.142857142857,,9.0,23.0,1.0,51.1428571429,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,7,0,1,2016-09-23-1-40,2016-09-23 01:40:00,5.0,40.0,0,0
2016-09-23-1-40,1,1,1.75,0.125,0.625,9.0,23.0,1.0,50.0,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,8,1,1,2016-09-23-1-40,2016-09-23 01:40:00,5.0,40.0,0,0
2016-09-23-1-40,3,0,1.36842105263,0.0,,9.0,23.0,1.0,48.1578947368,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,19,0,3,2016-09-23-1-40,2016-09-23 01:40:00,5.0,40.0,0,0
2016-09-23-1-40,3,1,1.5,0.25,0.5,9.0,23.0,1.0,46.75,0.0,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,4,1,3,2016-09-23-1-40,2016-09-23 01:40:00,5.0,40.0,0,0
2016-09-23-10-0,1,0,1.13793103448,0.275862068966,,9.0,23.0,10.0,8.37931034483,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,58,0,1,2016-09-23-10-0,2016-09-23 10:00:00,5.0,0.0,0,0
2016-09-23-10-0,1,1,1.44303797468,0.227848101266,0.455696202532,9.0,23.0,10.0,9.46835443038,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,79,1,1,2016-09-23-10-0,2016-09-23 10:00:00,5.0,0.0,0,0
2016-09-23-10-0,2,0,1.14666666667,0.2,,9.0,23.0,10.0,8.52,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,75,0,2,2016-09-23-10-0,2016-09-23 10:00:00,5.0,0.0,0,0
2016-09-23-10-0,3,0,1.26605504587,0.201834862385,,9.0,23.0,10.0,11.6330275229,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,109,0,3,2016-09-23-10-0,2016-09-23 10:00:00,5.0,0.0,0,0
2016-09-23-10-0,3,1,1.27586206897,0.298850574713,0.16091954023,9.0,23.0,10.0,8.94252873563,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,87,1,3,2016-09-23-10-0,2016-09-23 10:00:00,5.0,0.0,0,0
2016-09-23-10-20,1,0,1.07547169811,0.11320754717,,9.0,23.0,10.0,29.8490566038,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,53,0,1,2016-09-23-10-20,2016-09-23 10:20:00,5.0,20.0,0,0
2016-09-23-10-20,1,1,1.36923076923,0.261538461538,0.276923076923,9.0,23.0,10.0,28.6615384615,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,65,1,1,2016-09-23-10-20,2016-09-23 10:20:00,5.0,20.0,0,0
2016-09-23-10-20,2,0,1.25,0.3,,9.0,23.0,10.0,30.5125,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,80,0,2,2016-09-23-10-20,2016-09-23 10:20:00,5.0,20.0,0,0
2016-09-23-10-20,3,0,1.28301886792,0.301886792453,,9.0,23.0,10.0,29.320754717,9.0,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,106,0,3,2016-09-23-10-20,2016-09-23 10:20:00,5.0,20.0,0,0
