window_time,tollgate_id,direction,volume,year,month,rounded_hour,minute,hour_y,pressure,sea_pressure,count,direction,tollgate_id,window_time,window_time_formatted,is_festival,is_working_day,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,day_18,day_19,day_20,day_21,day_22,day_23,day_24,hour_8,hour_9,hour_17,hour_18,rounded_min_0,rounded_min_20,rounded_min_40,wind_direction_-0.0,wind_direction_30.0,wind_direction_60.0,wind_direction_75.0,wind_direction_90.0,wind_direction_105.0,wind_direction_120.0,wind_direction_165.0,wind_direction_195.0,wind_direction_210.0,wind_direction_225.0,wind_direction_315.0,wind_direction_330.0,wind_direction_345.0,wind_speed_0.0,wind_speed_1.0,wind_speed_2.0,wind_speed_3.0,wind_speed_4.0,wind_speed_6.0,temperature_18.0,temperature_20.0,temperature_22.0,temperature_24.0,rel_humidity_60.0,rel_humidity_70.0,rel_humidity_80.0,rel_humidity_90.0,precipitation_0.0,precipitation_1.0,precipitation_3.0,day,hour
2016-10-20-9-40,3,1,97.17,2016,10,9,40,9,1008.1,1013.1,1,1,3,2016-10-20-9-40,2016-10-20 09:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9
2016-10-21-17-0,1,1,123.17,2016,10,15,0,15,1005.8,1010.8,1,1,1,2016-10-21-17-0,2016-10-21 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-17-0,3,1,226.4,2016,10,15,0,15,1005.8,1010.8,1,1,3,2016-10-21-17-0,2016-10-21 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-17-20,1,1,276.38,2016,10,15,20,15,1005.8,1010.8,1,1,1,2016-10-21-17-20,2016-10-21 17:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-17-20,3,1,134.6,2016,10,15,20,15,1005.8,1010.8,1,1,3,2016-10-21-17-20,2016-10-21 17:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-17-40,1,1,17.37,2016,10,15,40,15,1005.8,1010.8,1,1,1,2016-10-21-17-40,2016-10-21 17:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-17-40,3,1,149.28,2016,10,15,40,15,1005.8,1010.8,1,1,3,2016-10-21-17-40,2016-10-21 17:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17
2016-10-21-18-0,1,1,263.7,2016,10,18,0,18,1005.3,1010.3,1,1,1,2016-10-21-18-0,2016-10-21 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-18-0,3,1,119.39,2016,10,18,0,18,1005.3,1010.3,1,1,3,2016-10-21-18-0,2016-10-21 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-18-20,1,1,267.58,2016,10,18,20,18,1005.3,1010.3,1,1,1,2016-10-21-18-20,2016-10-21 18:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-18-20,3,1,108.16,2016,10,18,20,18,1005.3,1010.3,1,1,3,2016-10-21-18-20,2016-10-21 18:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-18-40,1,1,244.07,2016,10,18,40,18,1005.3,1010.3,1,1,1,2016-10-21-18-40,2016-10-21 18:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-18-40,3,1,170.04,2016,10,18,40,18,1005.3,1010.3,1,1,3,2016-10-21-18-40,2016-10-21 18:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18
2016-10-21-8-0,1,1,63.3,2016,10,6,0,6,1004.1,1009.1,1,1,1,2016-10-21-8-0,2016-10-21 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-8-0,3,1,285.22,2016,10,6,0,6,1004.1,1009.1,1,1,3,2016-10-21-8-0,2016-10-21 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-8-20,1,1,123.05,2016,10,6,20,6,1004.1,1009.1,1,1,1,2016-10-21-8-20,2016-10-21 08:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-8-20,3,1,184.3,2016,10,6,20,6,1004.1,1009.1,1,1,3,2016-10-21-8-20,2016-10-21 08:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-8-40,1,1,163.76,2016,10,6,40,6,1004.1,1009.1,1,1,1,2016-10-21-8-40,2016-10-21 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-8-40,3,1,208.63,2016,10,6,40,6,1004.1,1009.1,1,1,3,2016-10-21-8-40,2016-10-21 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8
2016-10-21-9-0,1,1,243.6,2016,10,9,0,9,1004.3,1009.3,1,1,1,2016-10-21-9-0,2016-10-21 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-21-9-0,3,1,285.72,2016,10,9,0,9,1004.3,1009.3,1,1,3,2016-10-21-9-0,2016-10-21 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-21-9-20,1,1,240.44,2016,10,9,20,9,1004.3,1009.3,1,1,1,2016-10-21-9-20,2016-10-21 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-21-9-20,3,1,243.59,2016,10,9,20,9,1004.3,1009.3,1,1,3,2016-10-21-9-20,2016-10-21 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-21-9-40,1,1,267.65,2016,10,9,40,9,1004.3,1009.3,1,1,1,2016-10-21-9-40,2016-10-21 09:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-21-9-40,3,1,165.24,2016,10,9,40,9,1004.3,1009.3,1,1,3,2016-10-21-9-40,2016-10-21 09:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9
2016-10-22-17-0,1,1,154.74,2016,10,15,0,15,1004.0,1009.0,1,1,1,2016-10-22-17-0,2016-10-22 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-17-0,3,1,293.55,2016,10,15,0,15,1004.0,1009.0,1,1,3,2016-10-22-17-0,2016-10-22 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-17-20,1,1,106.97,2016,10,15,20,15,1004.0,1009.0,1,1,1,2016-10-22-17-20,2016-10-22 17:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-17-20,3,1,189.86,2016,10,15,20,15,1004.0,1009.0,1,1,3,2016-10-22-17-20,2016-10-22 17:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-17-40,1,1,163.93,2016,10,15,40,15,1004.0,1009.0,1,1,1,2016-10-22-17-40,2016-10-22 17:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-17-40,3,1,197.63,2016,10,15,40,15,1004.0,1009.0,1,1,3,2016-10-22-17-40,2016-10-22 17:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,22,17
2016-10-22-18-0,1,1,39.73,2016,10,18,0,18,1005.3,1010.3,1,1,1,2016-10-22-18-0,2016-10-22 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-18-0,3,1,11.14,2016,10,18,0,18,1005.3,1010.3,1,1,3,2016-10-22-18-0,2016-10-22 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-18-20,1,1,198.59,2016,10,18,20,18,1005.3,1010.3,1,1,1,2016-10-22-18-20,2016-10-22 18:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-18-20,3,1,86.89,2016,10,18,20,18,1005.3,1010.3,1,1,3,2016-10-22-18-20,2016-10-22 18:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-18-40,1,1,255.78,2016,10,18,40,18,1005.3,1010.3,1,1,1,2016-10-22-18-40,2016-10-22 18:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-18-40,3,1,163.21,2016,10,18,40,18,1005.3,1010.3,1,1,3,2016-10-22-18-40,2016-10-22 18:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,22,18
2016-10-22-8-0,1,1,64.12,2016,10,6,0,6,1000.2,1005.1,1,1,1,2016-10-22-8-0,2016-10-22 08:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-8-0,3,1,19.39,2016,10,6,0,6,1000.2,1005.1,1,1,3,2016-10-22-8-0,2016-10-22 08:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-8-20,1,1,229.95,2016,10,6,20,6,1000.2,1005.1,1,1,1,2016-10-22-8-20,2016-10-22 08:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-8-20,3,1,60.56,2016,10,6,20,6,1000.2,1005.1,1,1,3,2016-10-22-8-20,2016-10-22 08:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-8-40,1,1,214.25,2016,10,6,40,6,1000.2,1005.1,1,1,1,2016-10-22-8-40,2016-10-22 08:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-8-40,3,1,146.24,2016,10,6,40,6,1000.2,1005.1,1,1,3,2016-10-22-8-40,2016-10-22 08:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,22,8
2016-10-22-9-0,1,1,154.18,2016,10,9,0,9,999.4,1004.3,1,1,1,2016-10-22-9-0,2016-10-22 09:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-22-9-0,3,1,165.47,2016,10,9,0,9,999.4,1004.3,1,1,3,2016-10-22-9-0,2016-10-22 09:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-22-9-20,1,1,215.6,2016,10,9,20,9,999.4,1004.3,1,1,1,2016-10-22-9-20,2016-10-22 09:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-22-9-20,3,1,251.95,2016,10,9,20,9,999.4,1004.3,1,1,3,2016-10-22-9-20,2016-10-22 09:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-22-9-40,1,1,159.25,2016,10,9,40,9,999.4,1004.3,1,1,1,2016-10-22-9-40,2016-10-22 09:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-22-9-40,3,1,278.27,2016,10,9,40,9,999.4,1004.3,1,1,3,2016-10-22-9-40,2016-10-22 09:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22,9
2016-10-23-17-0,1,1,35.51,2016,10,15,0,15,1011.4,1016.4,1,1,1,2016-10-23-17-0,2016-10-23 17:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-17-0,3,1,20.78,2016,10,15,0,15,1011.4,1016.4,1,1,3,2016-10-23-17-0,2016-10-23 17:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-17-20,1,1,42.09,2016,10,15,20,15,1011.4,1016.4,1,1,1,2016-10-23-17-20,2016-10-23 17:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-17-20,3,1,28.62,2016,10,15,20,15,1011.4,1016.4,1,1,3,2016-10-23-17-20,2016-10-23 17:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-17-40,1,1,266.53,2016,10,15,40,15,1011.4,1016.4,1,1,1,2016-10-23-17-40,2016-10-23 17:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-17-40,3,1,271.57,2016,10,15,40,15,1011.4,1016.4,1,1,3,2016-10-23-17-40,2016-10-23 17:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,17
2016-10-23-18-0,1,1,66.88,2016,10,18,0,18,1011.0,1016.0,1,1,1,2016-10-23-18-0,2016-10-23 18:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-18-0,3,1,277.02,2016,10,18,0,18,1011.0,1016.0,1,1,3,2016-10-23-18-0,2016-10-23 18:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-18-20,1,1,173.03,2016,10,18,20,18,1011.0,1016.0,1,1,1,2016-10-23-18-20,2016-10-23 18:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-18-20,3,1,283.29,2016,10,18,20,18,1011.0,1016.0,1,1,3,2016-10-23-18-20,2016-10-23 18:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-18-40,1,1,89.47,2016,10,18,40,18,1011.0,1016.0,1,1,1,2016-10-23-18-40,2016-10-23 18:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-18-40,3,1,196.98,2016,10,18,40,18,1011.0,1016.0,1,1,3,2016-10-23-18-40,2016-10-23 18:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,23,18
2016-10-23-8-0,1,1,189.61,2016,10,6,0,6,1009.1,1014.1,1,1,1,2016-10-23-8-0,2016-10-23 08:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-8-0,3,1,130.9,2016,10,6,0,6,1009.1,1014.1,1,1,3,2016-10-23-8-0,2016-10-23 08:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-8-20,1,1,103.14,2016,10,6,20,6,1009.1,1014.1,1,1,1,2016-10-23-8-20,2016-10-23 08:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-8-20,3,1,41.54,2016,10,6,20,6,1009.1,1014.1,1,1,3,2016-10-23-8-20,2016-10-23 08:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-8-40,1,1,243.65,2016,10,6,40,6,1009.1,1014.1,1,1,1,2016-10-23-8-40,2016-10-23 08:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-8-40,3,1,14.25,2016,10,6,40,6,1009.1,1014.1,1,1,3,2016-10-23-8-40,2016-10-23 08:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,8
2016-10-23-9-0,1,1,233.19,2016,10,9,0,9,1009.9,1014.9,1,1,1,2016-10-23-9-0,2016-10-23 09:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-23-9-0,3,1,236.48,2016,10,9,0,9,1009.9,1014.9,1,1,3,2016-10-23-9-0,2016-10-23 09:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-23-9-20,1,1,278.49,2016,10,9,20,9,1009.9,1014.9,1,1,1,2016-10-23-9-20,2016-10-23 09:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-23-9-20,3,1,227.63,2016,10,9,20,9,1009.9,1014.9,1,1,3,2016-10-23-9-20,2016-10-23 09:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-23-9-40,1,1,55.45,2016,10,9,40,9,1009.9,1014.9,1,1,1,2016-10-23-9-40,2016-10-23 09:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-23-9-40,3,1,115.17,2016,10,9,40,9,1009.9,1014.9,1,1,3,2016-10-23-9-40,2016-10-23 09:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,23,9
2016-10-24-17-0,1,1,230.73,2016,10,15,0,15,1008.0,1013.0,1,1,1,2016-10-24-17-0,2016-10-24 17:00:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,24,17
