,volume,year,month,rounded_hour,minute,hour_y,pressure,sea_pressure,count,direction,tollgate_id,window_time,window_time_formatted,is_festival,is_working_day,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,day_18,day_19,day_20,day_21,day_22,day_23,day_24,hour_8,hour_9,hour_17,hour_18,rounded_min_0,rounded_min_20,rounded_min_40,wind_direction_-0.0,wind_direction_30.0,wind_direction_60.0,wind_direction_75.0,wind_direction_90.0,wind_direction_105.0,wind_direction_120.0,wind_direction_165.0,wind_direction_195.0,wind_direction_210.0,wind_direction_225.0,wind_direction_315.0,wind_direction_330.0,wind_direction_345.0,wind_speed_0.0,wind_speed_1.0,wind_speed_2.0,wind_speed_3.0,wind_speed_4.0,wind_speed_6.0,temperature_18.0,temperature_20.0,temperature_22.0,temperature_24.0,rel_humidity_60.0,rel_humidity_70.0,rel_humidity_80.0,rel_humidity_90.0,precipitation_0.0,precipitation_1.0,precipitation_3.0,day,hour,vehicle_id,travel_time,count_traj
70,10.03,2016,10,9,40,9,1010.9,1015.9,1,0,2,2016-10-19-9-40,2016-10-19 09:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1014654.0,57.7142857143,14.0
71,259.33,2016,10,9,40,9,1010.9,1015.9,1,0,3,2016-10-19-9-40,2016-10-19 09:40:00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,9,1014767.0,171.923076923,13.0
72,30.76,2016,10,15,0,15,1008.5,1013.5,1,0,1,2016-10-20-17-0,2016-10-20 17:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1026886.0,143.428571429,7.0
73,28.09,2016,10,15,0,15,1008.5,1013.5,1,0,2,2016-10-20-17-0,2016-10-20 17:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1021191.0,76.8181818182,11.0
74,177.29,2016,10,15,0,15,1008.5,1013.5,1,0,3,2016-10-20-17-0,2016-10-20 17:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1027751.0,144.625,8.0
75,240.04,2016,10,15,20,15,1008.5,1013.5,1,0,1,2016-10-20-17-20,2016-10-20 17:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1022877.0,129.857142857,7.0
76,240.42,2016,10,15,20,15,1008.5,1013.5,1,0,2,2016-10-20-17-20,2016-10-20 17:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1024134.0,63.4444444444,9.0
77,16.98,2016,10,15,20,15,1008.5,1013.5,1,0,3,2016-10-20-17-20,2016-10-20 17:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1018995.0,102.6875,16.0
78,20.37,2016,10,15,40,15,1008.5,1013.5,1,0,1,2016-10-20-17-40,2016-10-20 17:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1027615.0,137.75,8.0
79,12.27,2016,10,15,40,15,1008.5,1013.5,1,0,2,2016-10-20-17-40,2016-10-20 17:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1016503.0,63.1,20.0
80,272.65,2016,10,15,40,15,1008.5,1013.5,1,0,3,2016-10-20-17-40,2016-10-20 17:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,17,1015316.0,108.3125,16.0
81,67.94,2016,10,18,0,18,1007.3,1012.3,1,0,1,2016-10-20-18-0,2016-10-20 18:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1035398.0,163.0,4.0
82,62.62,2016,10,18,0,18,1007.3,1012.3,1,0,2,2016-10-20-18-0,2016-10-20 18:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1022937.0,60.6,10.0
83,257.26,2016,10,18,0,18,1007.3,1012.3,1,0,3,2016-10-20-18-0,2016-10-20 18:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1020202.0,106.647058824,17.0
84,161.1,2016,10,18,20,18,1007.3,1012.3,1,0,1,2016-10-20-18-20,2016-10-20 18:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1020713.0,158.75,4.0
85,261.84,2016,10,18,20,18,1007.3,1012.3,1,0,2,2016-10-20-18-20,2016-10-20 18:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1022361.0,64.7,10.0
86,101.67,2016,10,18,20,18,1007.3,1012.3,1,0,3,2016-10-20-18-20,2016-10-20 18:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1023296.0,115.166666667,12.0
87,163.34,2016,10,18,40,18,1007.3,1012.3,1,0,1,2016-10-20-18-40,2016-10-20 18:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1026800.0,147.5,2.0
88,118.86,2016,10,18,40,18,1007.3,1012.3,1,0,2,2016-10-20-18-40,2016-10-20 18:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1020580.0,63.0833333333,12.0
89,238.74,2016,10,18,40,18,1007.3,1012.3,1,0,3,2016-10-20-18-40,2016-10-20 18:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,18,1023285.0,153.318181818,22.0
90,161.31,2016,10,6,0,6,1007.8,1012.8,1,0,1,2016-10-20-8-0,2016-10-20 08:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1037333.0,70.0,1.0
91,173.84,2016,10,6,0,6,1007.8,1012.8,1,0,2,2016-10-20-8-0,2016-10-20 08:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1008515.0,57.4444444444,9.0
92,266.56,2016,10,6,0,6,1007.8,1012.8,1,0,3,2016-10-20-8-0,2016-10-20 08:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1009698.0,124.2,5.0
93,115.11,2016,10,6,20,6,1007.8,1012.8,1,0,1,2016-10-20-8-20,2016-10-20 08:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1034531.0,157.0,1.0
94,205.12,2016,10,6,20,6,1007.8,1012.8,1,0,2,2016-10-20-8-20,2016-10-20 08:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1034662.0,66.0,4.0
95,134.33,2016,10,6,20,6,1007.8,1012.8,1,0,3,2016-10-20-8-20,2016-10-20 08:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1020977.0,98.1666666667,6.0
96,27.48,2016,10,6,40,6,1007.8,1012.8,1,0,1,2016-10-20-8-40,2016-10-20 08:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1018142.0,139.111111111,9.0
97,11.92,2016,10,6,40,6,1007.8,1012.8,1,0,2,2016-10-20-8-40,2016-10-20 08:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1030123.0,60.4,10.0
98,296.09,2016,10,6,40,6,1007.8,1012.8,1,0,3,2016-10-20-8-40,2016-10-20 08:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,8,1024224.0,155.142857143,7.0
99,21.8,2016,10,9,0,9,1008.1,1013.1,1,0,1,2016-10-20-9-0,2016-10-20 09:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1013717.0,146.285714286,7.0
100,53.44,2016,10,9,0,9,1008.1,1013.1,1,0,2,2016-10-20-9-0,2016-10-20 09:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1012949.0,73.5,8.0
101,169.9,2016,10,9,0,9,1008.1,1013.1,1,0,3,2016-10-20-9-0,2016-10-20 09:00:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1019377.0,179.25,8.0
102,298.31,2016,10,9,20,9,1008.1,1013.1,1,0,1,2016-10-20-9-20,2016-10-20 09:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1015089.0,111.5,2.0
103,157.94,2016,10,9,20,9,1008.1,1013.1,1,0,2,2016-10-20-9-20,2016-10-20 09:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1020267.0,62.7142857143,7.0
104,39.99,2016,10,9,20,9,1008.1,1013.1,1,0,3,2016-10-20-9-20,2016-10-20 09:20:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1021207.0,153.5,18.0
105,85.27,2016,10,9,40,9,1008.1,1013.1,1,0,1,2016-10-20-9-40,2016-10-20 09:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1032203.0,121.5,4.0
106,147.04,2016,10,9,40,9,1008.1,1013.1,1,0,2,2016-10-20-9-40,2016-10-20 09:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1020865.0,75.3571428571,14.0
107,279.89,2016,10,9,40,9,1008.1,1013.1,1,0,3,2016-10-20-9-40,2016-10-20 09:40:00,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20,9,1016576.0,158.125,8.0
108,241.95,2016,10,15,0,15,1005.8,1010.8,1,0,1,2016-10-21-17-0,2016-10-21 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1028785.0,193.166666667,6.0
109,242.83,2016,10,15,0,15,1005.8,1010.8,1,0,2,2016-10-21-17-0,2016-10-21 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1020274.0,53.4615384615,13.0
110,131.41,2016,10,15,0,15,1005.8,1010.8,1,0,3,2016-10-21-17-0,2016-10-21 17:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1022227.0,149.105263158,19.0
111,223.92,2016,10,15,20,15,1005.8,1010.8,1,0,1,2016-10-21-17-20,2016-10-21 17:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1028841.0,180.333333333,3.0
112,159.13,2016,10,15,20,15,1005.8,1010.8,1,0,2,2016-10-21-17-20,2016-10-21 17:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1021094.0,86.0833333333,12.0
113,265.21,2016,10,15,20,15,1005.8,1010.8,1,0,3,2016-10-21-17-20,2016-10-21 17:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1023928.0,122.875,24.0
114,12.64,2016,10,15,40,15,1005.8,1010.8,1,0,1,2016-10-21-17-40,2016-10-21 17:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1019386.0,172.125,8.0
115,119.55,2016,10,15,40,15,1005.8,1010.8,1,0,2,2016-10-21-17-40,2016-10-21 17:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1018784.0,81.1666666667,12.0
116,176.63,2016,10,15,40,15,1005.8,1010.8,1,0,3,2016-10-21-17-40,2016-10-21 17:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,17,1021804.0,135.304347826,23.0
117,72.56,2016,10,18,0,18,1005.3,1010.3,1,0,1,2016-10-21-18-0,2016-10-21 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1021714.0,135.875,8.0
118,87.75,2016,10,18,0,18,1005.3,1010.3,1,0,2,2016-10-21-18-0,2016-10-21 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1026715.0,71.8333333333,12.0
119,53.42,2016,10,18,0,18,1005.3,1010.3,1,0,3,2016-10-21-18-0,2016-10-21 18:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1024181.0,123.846153846,26.0
120,17.6,2016,10,18,20,18,1005.3,1010.3,1,0,1,2016-10-21-18-20,2016-10-21 18:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1023778.0,184.363636364,11.0
121,15.84,2016,10,18,20,18,1005.3,1010.3,1,0,2,2016-10-21-18-20,2016-10-21 18:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1027874.0,107.066666667,15.0
122,70.64,2016,10,18,20,18,1005.3,1010.3,1,0,3,2016-10-21-18-20,2016-10-21 18:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1019282.0,119.730769231,26.0
123,278.37,2016,10,18,40,18,1005.3,1010.3,1,0,1,2016-10-21-18-40,2016-10-21 18:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1025434.0,197.7,10.0
124,30.04,2016,10,18,40,18,1005.3,1010.3,1,0,2,2016-10-21-18-40,2016-10-21 18:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1028060.0,78.3333333333,12.0
125,70.64,2016,10,18,40,18,1005.3,1010.3,1,0,3,2016-10-21-18-40,2016-10-21 18:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,21,18,1024865.0,123.105263158,19.0
126,266.66,2016,10,6,0,6,1004.1,1009.1,1,0,1,2016-10-21-8-0,2016-10-21 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1021170.40891,114.212579124,9.2995951417
127,291.15,2016,10,6,0,6,1004.1,1009.1,1,0,2,2016-10-21-8-0,2016-10-21 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1017087.0,60.5714285714,7.0
128,229.07,2016,10,6,0,6,1004.1,1009.1,1,0,3,2016-10-21-8-0,2016-10-21 08:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1001268.0,112.0,1.0
129,202.89,2016,10,6,20,6,1004.1,1009.1,1,0,1,2016-10-21-8-20,2016-10-21 08:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1027024.0,152.0,2.0
130,288.38,2016,10,6,20,6,1004.1,1009.1,1,0,2,2016-10-21-8-20,2016-10-21 08:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1018305.0,40.5,2.0
131,104.66,2016,10,6,20,6,1004.1,1009.1,1,0,3,2016-10-21-8-20,2016-10-21 08:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1021609.0,101.333333333,6.0
132,284.66,2016,10,6,40,6,1004.1,1009.1,1,0,1,2016-10-21-8-40,2016-10-21 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1010785.0,142.666666667,3.0
133,11.57,2016,10,6,40,6,1004.1,1009.1,1,0,2,2016-10-21-8-40,2016-10-21 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1024530.0,48.4,10.0
134,255.26,2016,10,6,40,6,1004.1,1009.1,1,0,3,2016-10-21-8-40,2016-10-21 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,21,8,1009107.0,118.333333333,6.0
135,288.85,2016,10,9,0,9,1004.3,1009.3,1,0,1,2016-10-21-9-0,2016-10-21 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1016552.0,150.5,4.0
136,225.44,2016,10,9,0,9,1004.3,1009.3,1,0,2,2016-10-21-9-0,2016-10-21 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1018646.0,49.3333333333,6.0
137,282.74,2016,10,9,0,9,1004.3,1009.3,1,0,3,2016-10-21-9-0,2016-10-21 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1012580.0,124.636363636,11.0
138,197.61,2016,10,9,20,9,1004.3,1009.3,1,0,1,2016-10-21-9-20,2016-10-21 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1023794.0,83.0,1.0
139,69.84,2016,10,9,20,9,1004.3,1009.3,1,0,2,2016-10-21-9-20,2016-10-21 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1017587.0,56.5,8.0
140,242.08,2016,10,9,20,9,1004.3,1009.3,1,0,3,2016-10-21-9-20,2016-10-21 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1020973.0,145.4375,16.0
141,99.27,2016,10,9,40,9,1004.3,1009.3,1,0,1,2016-10-21-9-40,2016-10-21 09:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1011934.0,136.5,4.0
142,54.5,2016,10,9,40,9,1004.3,1009.3,1,0,2,2016-10-21-9-40,2016-10-21 09:40:00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,21,9,1014943.0,70.0,6.0
