,Unnamed: 0,vehicle_model,has_etc,vehicle_type,month,minute,hour_y,pressure,sea_pressure,count,direction,tollgate_id,window_time,window_time_formatted,is_festival,is_working_day,weekday_0.0,weekday_1.0,weekday_2.0,weekday_3.0,weekday_4.0,weekday_5.0,weekday_6.0,day_1.0,day_2.0,day_3.0,day_4.0,day_5.0,day_6.0,day_7.0,day_8.0,day_9.0,day_10.0,day_11.0,day_12.0,day_13.0,day_14.0,day_15.0,day_16.0,day_17.0,day_19.0,day_20.0,day_21.0,day_22.0,day_23.0,day_24.0,day_25.0,day_26.0,day_27.0,day_28.0,day_29.0,day_30.0,hour_0.0,hour_1.0,hour_2.0,hour_3.0,hour_4.0,hour_5.0,hour_6.0,hour_7.0,hour_8.0,hour_9.0,hour_10.0,hour_11.0,hour_12.0,hour_13.0,hour_14.0,hour_15.0,hour_16.0,hour_17.0,hour_18.0,hour_19.0,hour_20.0,hour_21.0,hour_22.0,hour_23.0,rounded_min_0.0,rounded_min_20.0,rounded_min_40.0,wind_direction_0.0,wind_direction_15.0,wind_direction_30.0,wind_direction_45.0,wind_direction_60.0,wind_direction_75.0,wind_direction_90.0,wind_direction_105.0,wind_direction_120.0,wind_direction_150.0,wind_direction_165.0,wind_direction_180.0,wind_direction_195.0,wind_direction_210.0,wind_direction_225.0,wind_direction_240.0,wind_direction_270.0,wind_direction_285.0,wind_direction_300.0,wind_direction_315.0,wind_direction_330.0,wind_direction_345.0,wind_direction_360.0,wind_speed_0.0,wind_speed_1.0,wind_speed_2.0,wind_speed_3.0,wind_speed_4.0,wind_speed_5.0,wind_speed_6.0,wind_speed_7.0,temperature_14.0,temperature_16.0,temperature_18.0,temperature_20.0,temperature_22.0,temperature_24.0,temperature_26.0,temperature_28.0,temperature_30.0,temperature_32.0,rel_humidity_40.0,rel_humidity_50.0,rel_humidity_60.0,rel_humidity_70.0,rel_humidity_80.0,rel_humidity_90.0,precipitation_-0.0,precipitation_1.0,precipitation_2.0,precipitation_3.0,precipitation_5.0,day,hour,vehicle_id,travel_time,count_traj,day_hour,month_day,wind_direction_135.0,wind_direction_255.0,precipitation_0.0,precipitation_4.0
1010,1010,1.07627118644,0.245762711864,,9.0,49.3305084746,6.0,1008.4,1013.3,118,0,2,2016-09-23-8-40,2016-09-23 08:40:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,23.0,8.0,1018928.0,50.7,10.0,9238,923,0,0,0,0
1013,1013,1.08695652174,0.260869565217,,9.0,10.0108695652,9.0,1008.2,1013.2,92,0,2,2016-09-23-9-0,2016-09-23 09:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23.0,9.0,1015436.0,65.25,8.0,9239,923,0,0,0,0
1016,1016,1.23655913978,0.268817204301,,9.0,29.6021505376,9.0,1008.2,1013.2,93,0,2,2016-09-23-9-20,2016-09-23 09:20:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23.0,9.0,1025095.0,68.2142857143,14.0,9239,923,0,0,0,0
1019,1019,1.14473684211,0.210526315789,,9.0,48.6184210526,9.0,1008.2,1013.2,76,0,2,2016-09-23-9-40,2016-09-23 09:40:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23.0,9.0,1017688.0,107.5,6.0,9239,923,0,0,0,0
1084,1084,1.1625,0.1875,,9.0,9.3875,15.0,1008.0,1012.9,80,0,2,2016-09-24-15-0,2016-09-24 15:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,15.0,1022524.0,65.0588235294,17.0,92415,924,0,0,0,0
1087,1087,1.24719101124,0.280898876404,,9.0,29.9325842697,15.0,1008.0,1012.9,89,0,2,2016-09-24-15-20,2016-09-24 15:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,15.0,1021155.0,110.083333333,12.0,92415,924,0,0,0,0
1090,1090,1.10638297872,0.234042553191,,9.0,49.5425531915,15.0,1008.0,1012.9,94,0,2,2016-09-24-15-40,2016-09-24 15:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,15.0,1026448.0,61.3181818182,22.0,92415,924,0,0,0,0
1093,1093,1.2183908046,0.183908045977,,9.0,9.2183908046,15.0,1008.0,1012.9,87,0,2,2016-09-24-16-0,2016-09-24 16:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,16.0,1031664.0,63.5,16.0,92416,924,0,0,0,0
1096,1096,1.1686746988,0.168674698795,,9.0,30.0481927711,15.0,1008.0,1012.9,83,0,2,2016-09-24-16-20,2016-09-24 16:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,16.0,1027483.0,91.65,20.0,92416,924,0,0,0,0
1099,1099,1.15730337079,0.258426966292,,9.0,49.3595505618,15.0,1008.0,1012.9,89,0,2,2016-09-24-16-40,2016-09-24 16:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,16.0,1025806.0,97.2352941176,17.0,92416,924,0,0,0,0
1102,1102,1.11267605634,0.197183098592,,9.0,10.0563380282,15.0,1008.0,1012.9,71,0,2,2016-09-24-17-0,2016-09-24 17:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,17.0,1027411.0,76.1333333333,15.0,92417,924,0,0,0,0
1105,1105,1.15730337079,0.280898876404,,9.0,29.5168539326,15.0,1008.0,1012.9,89,0,2,2016-09-24-17-20,2016-09-24 17:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,17.0,1024208.0,87.5,30.0,92417,924,0,0,0,0
1108,1108,1.14117647059,0.223529411765,,9.0,48.1176470588,15.0,1008.0,1012.9,85,0,2,2016-09-24-17-40,2016-09-24 17:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24.0,17.0,1025645.0,82.25,16.0,92417,924,0,0,0,0
1111,1111,1.02941176471,0.264705882353,,9.0,5.70588235294,18.0,1007.1,1012.0,34,0,2,2016-09-24-18-0,2016-09-24 18:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24.0,18.0,1025771.0,88.0833333333,12.0,92418,924,0,0,0,0
1116,1116,1.0,0.0,,9.0,49.0,18.0,1007.1,1012.0,1,0,2,2016-09-24-18-40,2016-09-24 18:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24.0,18.0,1023494.0,106.222222222,9.0,92418,924,0,0,0,0
1191,1191,1.2,0.2,,9.0,11.8,6.0,1006.6,1011.5,30,0,2,2016-09-24-6-0,2016-09-24 06:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,6.0,1013192.0,44.5,2.0,9246,924,0,0,0,0
1194,1194,1.29032258065,0.161290322581,,9.0,30.5483870968,6.0,1006.6,1011.5,31,0,2,2016-09-24-6-20,2016-09-24 06:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,6.0,1002265.0,40.0,3.0,9246,924,0,0,0,0
1197,1197,1.13333333333,0.177777777778,,9.0,49.1333333333,6.0,1006.6,1011.5,45,0,2,2016-09-24-6-40,2016-09-24 06:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,6.0,1016978.0,68.6666666667,9.0,9246,924,0,0,0,0
1200,1200,1.21739130435,0.260869565217,,9.0,11.1086956522,6.0,1006.6,1011.5,46,0,2,2016-09-24-7-0,2016-09-24 07:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,7.0,1019128.0,54.6666666667,3.0,9247,924,0,0,0,0
1203,1203,1.125,0.25,,9.0,30.78125,6.0,1006.6,1011.5,64,0,2,2016-09-24-7-20,2016-09-24 07:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,7.0,1022402.0,74.1428571429,7.0,9247,924,0,0,0,0
1206,1206,1.20731707317,0.292682926829,,9.0,50.2804878049,6.0,1006.6,1011.5,82,0,2,2016-09-24-7-40,2016-09-24 07:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,7.0,1005888.0,84.0,2.0,9247,924,0,0,0,0
1209,1209,1.12162162162,0.297297297297,,9.0,9.02702702703,6.0,1006.6,1011.5,74,0,2,2016-09-24-8-0,2016-09-24 08:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,8.0,1023964.0,65.1666666667,6.0,9248,924,0,0,0,0
1212,1212,1.16279069767,0.244186046512,,9.0,28.6395348837,6.0,1006.6,1011.5,86,0,2,2016-09-24-8-20,2016-09-24 08:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,8.0,1015891.0,56.25,4.0,9248,924,0,0,0,0
1215,1215,1.13186813187,0.252747252747,,9.0,48.4395604396,6.0,1006.6,1011.5,91,0,2,2016-09-24-8-40,2016-09-24 08:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,24.0,8.0,1024468.0,65.1111111111,9.0,9248,924,0,0,0,0
1218,1218,1.10638297872,0.234042553191,,9.0,10.1063829787,9.0,1006.3,1011.2,94,0,2,2016-09-24-9-0,2016-09-24 09:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.0,9.0,1034964.0,50.25,12.0,9249,924,0,0,0,0
1221,1221,1.11458333333,0.229166666667,,9.0,30.0625,9.0,1006.3,1011.2,96,0,2,2016-09-24-9-20,2016-09-24 09:20:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.0,9.0,1017771.0,67.0,12.0,9249,924,0,0,0,0
1224,1224,1.17,0.16,,9.0,49.99,9.0,1006.3,1011.2,100,0,2,2016-09-24-9-40,2016-09-24 09:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.0,9.0,1018858.0,61.8947368421,19.0,9249,924,0,0,0,0
1288,1288,1.1170212766,0.329787234043,,9.0,10.2659574468,15.0,1007.9,1012.8,94,0,2,2016-09-25-15-0,2016-09-25 15:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,15.0,1027914.0,70.6153846154,13.0,92515,925,0,0,0,0
1291,1291,1.12621359223,0.203883495146,,9.0,29.8252427184,15.0,1007.9,1012.8,103,0,2,2016-09-25-15-20,2016-09-25 15:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,15.0,1026134.0,87.0,10.0,92515,925,0,0,0,0
1294,1294,1.17333333333,0.293333333333,,9.0,49.48,15.0,1007.9,1012.8,75,0,2,2016-09-25-15-40,2016-09-25 15:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,15.0,1023465.0,79.875,16.0,92515,925,0,0,0,0
1297,1297,1.11842105263,0.276315789474,,9.0,8.67105263158,15.0,1007.9,1012.8,76,0,2,2016-09-25-16-0,2016-09-25 16:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,16.0,1020632.0,74.9090909091,11.0,92516,925,0,0,0,0
1300,1300,1.15217391304,0.25,,9.0,29.902173913,15.0,1007.9,1012.8,92,0,2,2016-09-25-16-20,2016-09-25 16:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,16.0,1025698.0,100.636363636,22.0,92516,925,0,0,0,0
1303,1303,1.10810810811,0.216216216216,,9.0,49.3378378378,15.0,1007.9,1012.8,74,0,2,2016-09-25-16-40,2016-09-25 16:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,16.0,1030114.0,86.0769230769,26.0,92516,925,0,0,0,0
1306,1306,1.02380952381,0.27380952381,,9.0,9.07142857143,15.0,1007.9,1012.8,84,0,2,2016-09-25-17-0,2016-09-25 17:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,17.0,1022623.0,89.55,20.0,92517,925,0,0,0,0
1309,1309,1.05194805195,0.298701298701,,9.0,28.8831168831,15.0,1007.9,1012.8,77,0,2,2016-09-25-17-20,2016-09-25 17:20:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,17.0,1026767.0,71.5483870968,31.0,92517,925,0,0,0,0
1312,1312,1.10714285714,0.321428571429,,9.0,50.1964285714,15.0,1007.9,1012.8,56,0,2,2016-09-25-17-40,2016-09-25 17:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,17.0,1020838.0,62.5,18.0,92517,925,0,0,0,0
1315,1315,1.11267605634,0.154929577465,,9.0,9.29577464789,18.0,1007.2,1012.1,71,0,2,2016-09-25-18-0,2016-09-25 18:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0,18.0,1019893.0,66.0833333333,12.0,92518,925,0,0,0,0
